line_no,file_name,self_id,cue,sequence,waveform,awb_stream,character_name,role,gender,voice_target,voice_project,reference_audio,thai_text,pronunciation_note,prosody_note,status,tts_text
279,MS01_X01_BATTLE_01_BEFORE_M_BND_0025.wav,MS01_X01_BATTLE_01_BEFORE_M_BND_0025,268,268,268,270,เบเนดิกต์,unknown,male,benedict,triangle-strategy,assets/approved_voice_references/benedict.wav,มีแต่คนโง่เท่านั้น ที่เปิดเผยรายละเอียดให้ศัตรูได้รับรู้,,,PENDING_MANUAL_GENERATION,
280,MS01_X01_BATTLE_01_BEFORE_M_TRA_0080.wav,MS01_X01_BATTLE_01_BEFORE_M_TRA_0080,293,293,293,298,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,เฮ้ย! พวกเจ้าเป็นใครถึงมากล่าวหาเรากัน!?,,,PENDING_MANUAL_GENERATION,
281,MS01_X01_BATTLE_01_BEFORE_M_SEL_0052.wav,MS01_X01_BATTLE_01_BEFORE_M_SEL_0052,279,279,279,281,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,พวกเจ้าทั้งสองมีความคล้ายคลึงกันจริงๆ เป็นพ่อลูกกันเหรอ?,,,PENDING_MANUAL_GENERATION,
282,MS01_X01_BATTLE_01_BEFORE_M_TRA_0082.wav,MS01_X01_BATTLE_01_BEFORE_M_TRA_0082,294,294,294,299,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,ถูกแล้วล่ะ นางชื่อว่าทริช เป็นความยินดีและภาคภูมิของข้า! ลูกไม้หล่นไม่ไกลต้นเลยเนอะ?,,,PENDING_MANUAL_GENERATION,
283,MS01_X01_BATTLE_01_BEFORE_F_TRI_0050.wav,MS01_X01_BATTLE_01_BEFORE_F_TRI_0050,263,263,263,265,ทริช,unknown,female,trish,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P015/candidate_01.wav,ฮ่า! แต่ข้าไม่รักแร้เหม็นเหมือนท่านหรอกนะ!,,,PENDING_MANUAL_GENERATION,
284,MS01_X01_BATTLE_01_BEFORE_M_TRA_0085.wav,MS01_X01_BATTLE_01_BEFORE_M_TRA_0085,295,295,295,300,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,เจ็บจี๊ดเลยนะลูก! เมื่อกี้ควรจะเป็นคำชมสิ!,,,PENDING_MANUAL_GENERATION,
285,MS01_X01_BATTLE_01_BEFORE_M_SEL_0057.wav,MS01_X01_BATTLE_01_BEFORE_M_SEL_0057,280,280,280,282,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ข้าให้เวลาเคลียร์ปัญหาครอบครัวกันก่อนก็ได้ ถ้าอยากจะเคลียร์...,,,PENDING_MANUAL_GENERATION,
286,MS01_X01_BATTLE_01_BEFORE_F_TRI_0060.wav,MS01_X01_BATTLE_01_BEFORE_F_TRI_0060,264,264,264,266,ทริช,unknown,female,trish,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P015/candidate_01.wav,ก็เจ้านั่นแหละ ต้นเหตุที่ทำให้เราทะเลาะกัน!,,,PENDING_MANUAL_GENERATION,
287,MS01_X01_BATTLE_01_BEFORE_M_TRA_0087.wav,MS01_X01_BATTLE_01_BEFORE_M_TRA_0087,296,296,296,301,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,ถูกต้อง! เจ้าจะต้องชดใช้ที่มาหาเรื่องทราวิส ราชาโจร!,,,PENDING_MANUAL_GENERATION,
288,MS01_X01_BATTLE_01_BEFORE_M_BND_0030.wav,MS01_X01_BATTLE_01_BEFORE_M_BND_0030,269,269,269,271,เบเนดิกต์,unknown,male,benedict,triangle-strategy,assets/approved_voice_references/benedict.wav,ศัตรูของเราประสาทเสียแล้ว ทำดีมากขอรับนายท่าน,,,PENDING_MANUAL_GENERATION,
289,MS01_X01_BATTLE_01_BEFORE_M_TRA_0090.wav,MS01_X01_BATTLE_01_BEFORE_M_TRA_0090,297,297,297,302,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,พอเสียที! แล้วเจ้าจะต้องเสียใจที่มาพังแผนของเรา!,,,PENDING_MANUAL_GENERATION,
290,MS01_X01_BATTLE_01_BEFORE_M_BND_0040.wav,MS01_X01_BATTLE_01_BEFORE_M_BND_0040,270,270,270,272,เบเนดิกต์,unknown,male,benedict,triangle-strategy,assets/approved_voice_references/benedict.wav,เตรียมพร้อมขอรับ นายท่าน!,,,PENDING_MANUAL_GENERATION,
291,MS01_X01_BATTLE_01_BEFORE_M_SEL_0060.wav,MS01_X01_BATTLE_01_BEFORE_M_SEL_0060,281,281,281,283,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,อยู่ข้างหลังข้าไว้ พวกท่านทั้งสอง,,,PENDING_MANUAL_GENERATION,
292,MS01_X01_BATTLE_01_BEFORE_F_FRE_0030.wav,MS01_X01_BATTLE_01_BEFORE_F_FRE_0030,254,254,254,256,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,ไม่จำเป็นหรอก เราจะสู้ด้วยกัน,,,PENDING_MANUAL_GENERATION,
293,MS01_X01_BATTLE_01_BEFORE_F_FRE_0040.wav,MS01_X01_BATTLE_01_BEFORE_F_FRE_0040,255,255,255,257,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,เป็นเพราะความประมาทของข้าที่ทำให้เกิดเรื่อง ให้ข้าช่วยท่านเถอะนะ,,,PENDING_MANUAL_GENERATION,
294,MS01_X01_BATTLE_01_BEFORE_M_SEL_0070.wav,MS01_X01_BATTLE_01_BEFORE_M_SEL_0070,282,282,282,284,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ท่านหญิง...,,,PENDING_MANUAL_GENERATION,
295,MS01_X01_BATTLE_01_BEFORE_F_YRA_0010.wav,MS01_X01_BATTLE_01_BEFORE_F_YRA_0010,265,265,265,267,จีล่า,unknown,female,geela,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P005/candidate_01.wav,ข้านั้นเป็นอาจารย์สอนเวทมนตร์ และเฟรเดอริก้าก็เป็นลูกศิษย์ที่หลักแหลมคนหนึ่ง,,,PENDING_MANUAL_GENERATION,
296,MS01_X01_BATTLE_01_BEFORE_F_FRE_0050.wav,MS01_X01_BATTLE_01_BEFORE_F_FRE_0050,256,256,256,258,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,วางใจได้เลย พวกเราไม่ใช่ตัวถ่วงแน่นอน,,,PENDING_MANUAL_GENERATION,
297,MS01_X01_BATTLE_01_BEFORE_M_SEL_0080.wav,MS01_X01_BATTLE_01_BEFORE_M_SEL_0080,283,283,283,285,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,เช่นนั้น ช่วยสนับสนุนข้าจากแนวหลังด้วยนะ,,,PENDING_MANUAL_GENERATION,
298,MS01_X01_BATTLE_01_BEFORE_F_FRE_0060.wav,MS01_X01_BATTLE_01_BEFORE_F_FRE_0060,257,257,257,259,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,ได้เจ้าค่ะ,,,PENDING_MANUAL_GENERATION,
299,MS01_X01_BATTLE_01_BEFORE_M_RLN_0010.wav,MS01_X01_BATTLE_01_BEFORE_M_RLN_0010,272,272,272,274,โรแลนด์,unknown,male,roland,triangle-strategy,assets/approved_voice_references/roland.wav,ทำไมไม่เห็นบอกข้าเลยว่ากำลังสนุกกันอยู่? ไม่งั้นข้าคงมาเร็วกว่านี้แล้ว!,,,PENDING_MANUAL_GENERATION,
300,MS01_X01_BATTLE_01_BEFORE_M_SEL_0090.wav,MS01_X01_BATTLE_01_BEFORE_M_SEL_0090,284,284,284,286,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ท่านมาทำอะไรที่นี่เนี่ย!?,,,PENDING_MANUAL_GENERATION,
301,MS01_X01_BATTLE_01_BEFORE_M_RLN_0020.wav,MS01_X01_BATTLE_01_BEFORE_M_RLN_0020,273,273,273,275,โรแลนด์,unknown,male,roland,triangle-strategy,assets/approved_voice_references/roland.wav,ไว้ค่อยคุยแล้วกัน ตอนนี้จัดการโจรกันก่อนเถอะ,,,PENDING_MANUAL_GENERATION,
302,MS01_X01_BATTLE_01_DRAMA_M_SEL_0010.wav,MS01_X01_BATTLE_01_DRAMA_M_SEL_0010,308,308,308,313,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,พวกเราไม่ปล่อยผ่านการชิงทรัพย์ในวูล์ฟฟอร์ตหรอกนะ พวกเจ้าต้องชดใช้!,,,PENDING_MANUAL_GENERATION,
303,MS01_X01_BATTLE_01_DRAMA_M_BND_0010.wav,MS01_X01_BATTLE_01_DRAMA_M_BND_0010,305,305,305,310,เบเนดิกต์,unknown,male,benedict,triangle-strategy,assets/approved_voice_references/benedict.wav,ดินแดนของเราไม่มีที่ยืนให้คนนอกคอก,,,PENDING_MANUAL_GENERATION,
304,MS01_X01_BATTLE_01_DRAMA_F_FRE_0010.wav,MS01_X01_BATTLE_01_DRAMA_F_FRE_0010,298,298,298,303,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,เราต้องป้องกันตัวจากพวกเขานะ,,,PENDING_MANUAL_GENERATION,
305,MS01_X01_BATTLE_01_DRAMA_F_YRA_0010.wav,MS01_X01_BATTLE_01_DRAMA_F_YRA_0010,304,304,304,309,จีล่า,unknown,female,geela,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P005/candidate_01.wav,พวกเราตั้งสติและลองใจเย็นๆกันก่อน นั่นคือหนทางสู่ชัยชนะอันแน่นอนที่สุดเจ้าค่ะ,,,PENDING_MANUAL_GENERATION,
306,MS01_X01_BATTLE_01_DRAMA_M_TRA_0010.wav,MS01_X01_BATTLE_01_DRAMA_M_TRA_0010,312,312,312,317,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,คิดว่ามีดีอะไรจะมาโค่นครอบครัวของข้าได้เหรอ? ฮ่า! พวกเจ้ามันโง่เง่ากันหมด!,,,PENDING_MANUAL_GENERATION,
307,MS01_X01_BATTLE_01_DRAMA_F_TRI_0010.wav,MS01_X01_BATTLE_01_DRAMA_F_TRI_0010,301,301,301,306,ทริช,unknown,female,trish,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P015/candidate_01.wav,คิดว่าตัวเองมีอำนาจสูงส่งมากหรือไง? ได้สิ เดี๋ยวพวกเจ้าจะได้เห็นว่าเราเองก็มีฝีมือ!,,,PENDING_MANUAL_GENERATION,
308,MS01_X01_BATTLE_01_DRAMA_M_TRA_0020.wav,MS01_X01_BATTLE_01_DRAMA_M_TRA_0020,313,313,313,318,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,ซื่อบื้ออย่างพวกเจ้าต้องได้รับบทเรียนอย่างสาสม! มีกันแค่นี้สู้พวกเราไม่ไหวหรอก!,,,PENDING_MANUAL_GENERATION,
309,MS01_X01_BATTLE_01_DRAMA_M_BND_0020.wav,MS01_X01_BATTLE_01_DRAMA_M_BND_0020,306,306,306,311,เบเนดิกต์,unknown,male,benedict,triangle-strategy,assets/approved_voice_references/benedict.wav,ข้าชื่นชมในความมั่นใจของพวกเขาจริงๆ มีคำสั่งไหมขอรับ นายท่าน?,,,PENDING_MANUAL_GENERATION,
310,MS01_X01_BATTLE_01_DRAMA_M_SEL_0020.wav,MS01_X01_BATTLE_01_DRAMA_M_SEL_0020,309,309,309,314,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ไม่ต้องออมมือให้พวกมัน เราปล่อยให้โจรชั่วเดินว่อนวูล์ฟฟอร์ตไม่ได้หรอก,,,PENDING_MANUAL_GENERATION,
311,MS01_X01_BATTLE_01_DRAMA_F_FRE_0020.wav,MS01_X01_BATTLE_01_DRAMA_F_FRE_0020,299,299,299,304,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,สรุปแล้วคนพวกนี้เป็นใครกันล่ะเนี่ย?,,,PENDING_MANUAL_GENERATION,
312,MS01_X01_BATTLE_01_DRAMA_M_SEL_0030.wav,MS01_X01_BATTLE_01_DRAMA_M_SEL_0030,310,310,310,315,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,เอาล่ะ เบเนดิกต์!,,,PENDING_MANUAL_GENERATION,
313,MS01_X01_BATTLE_01_DRAMA_M_TRA_0030.wav,MS01_X01_BATTLE_01_DRAMA_M_TRA_0030,314,314,314,319,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,เล่นงานให้หนัก! ใครทำผลงานดี เดี๋ยวมีค่าตอบแทนให้ทีหลัง!,,,PENDING_MANUAL_GENERATION,
314,MS01_X01_BATTLE_01_DRAMA_M_RLN_0010.wav,MS01_X01_BATTLE_01_DRAMA_M_RLN_0010,307,307,307,312,โรแลนด์,unknown,male,roland,triangle-strategy,assets/approved_voice_references/roland.wav,เรามาแข่งกันดีมั้ย สหายข้า? มาดูกันว่าใครจะกำจัดอันธพาลพวกนี้ได้เยอะกว่ากัน,,,PENDING_MANUAL_GENERATION,
315,MS01_X01_BATTLE_01_DRAMA_M_SEL_0050.wav,MS01_X01_BATTLE_01_DRAMA_M_SEL_0050,311,311,311,316,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,อย่าเลยดีกว่า! หากท่านเป็นอะไรขึ้นมา แล้วข้าจะบอกกับพ่อท่านยังไง?,,,PENDING_MANUAL_GENERATION,
316,MS01_X01_BATTLE_01_DRAMA_F_FRE_0030.wav,MS01_X01_BATTLE_01_DRAMA_F_FRE_0030,300,300,300,305,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,คนพวกนี้ไม่ธรรมดาจริงๆ...,,,PENDING_MANUAL_GENERATION,
317,MS01_X01_BATTLE_01_DRAMA_M_TRA_0050.wav,MS01_X01_BATTLE_01_DRAMA_M_TRA_0050,315,315,315,320,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,บ้าที่สุด! เป็นไปไม่ได้!,,,PENDING_MANUAL_GENERATION,
318,MS01_X01_BATTLE_01_DRAMA_F_TRI_0020.wav,MS01_X01_BATTLE_01_DRAMA_F_TRI_0020,302,302,302,307,ทริช,unknown,female,trish,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P015/candidate_01.wav,แล้วพวกเจ้าจะต้องเสียใจ พวกสารเลว!,,,PENDING_MANUAL_GENERATION,
319,MS01_X01_BATTLE_01_DRAMA_M_TRA_0060.wav,MS01_X01_BATTLE_01_DRAMA_M_TRA_0060,316,316,316,321,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,พวกเจ้าอย่าไปบอกใครได้มั้ย?,,,PENDING_MANUAL_GENERATION,
320,MS01_X01_BATTLE_01_DRAMA_F_TRI_0030.wav,MS01_X01_BATTLE_01_DRAMA_F_TRI_0030,303,303,303,308,ทริช,unknown,female,trish,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P015/candidate_01.wav,พวกเราแค่พยายามหาเงินจากแถวนี้เอง!,,,PENDING_MANUAL_GENERATION,
321,MS01_X01_WD_0020_N_NNN_0010.wav,MS01_X01_WD_0020_N_NNN_0010,317,317,317,322,Narrator,narrator,unknown,narrator,triangle-strategy,assets/triangle-strategy/approved_voice_references/narrator.wav,เซเรโนอาแห่งเกลนบรู๊ค ตระกูลวูล์ฟฟอร์ต และเฟรเดอริก้าแห่งเอสฟรอสต์ จะสมรสกันในงานสมรส เพื่อสานสัมพันธ์อันแน่นแฟ้นระหว่างสองอาณาจักร,,,PENDING_MANUAL_GENERATION,
322,MS01_X01_WD_0020_N_NNN_0020.wav,MS01_X01_WD_0020_N_NNN_0020,318,318,318,323,Narrator,narrator,unknown,narrator,triangle-strategy,assets/triangle-strategy/approved_voice_references/narrator.wav,การผูกมิตรในครั้งนี้ มีจุดประสงค์เพื่อรับมือกับการผูกขาดเกลือของไฮแซนต์ ซึ่งดำเนินมานับทศวรรษหลังจากสงคราม,,,PENDING_MANUAL_GENERATION,
323,MS01_X01_WD_0020_N_NNN_0030.wav,MS01_X01_WD_0020_N_NNN_0030,319,319,319,324,Narrator,narrator,unknown,narrator,triangle-strategy,assets/triangle-strategy/approved_voice_references/narrator.wav,ใครจะไปรู้กันล่ะ ว่าสิ่งนี้มันเป็นเพียงปฐมบทสู่การปฏิวัติ ซึ่งจะทำให้ดินแดนนอร์เซเลียถูกแผดเผาด้วยไฟสงคราม?,,,PENDING_MANUAL_GENERATION,
