line_no,bank,bank_variant,cue_name,battle_cue_id,cue,sequence,waveform,awb_stream,character_code,character_name,gender,voice_target,classification,action,status,uexp_path,awb_path,audio_duration_sec,english_text,thai_text,transcript_status,transcript_source,battle_cry_class,thai_battle_cry
60,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_06000,6000,59,59,59,60,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
61,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_06100,6100,60,60,60,61,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
62,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_06200,6200,61,61,61,62,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
63,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_06300,6300,62,62,62,63,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
64,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_06400,6400,63,63,63,64,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
65,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_06500,6500,64,64,64,65,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
66,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_06600,6600,65,65,65,66,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
67,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_06700,6700,66,66,66,67,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
68,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_06800,6800,67,67,67,68,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
69,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_06900,6900,68,68,68,69,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
70,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_07000,7000,69,69,69,70,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
71,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_07100,7100,70,70,70,71,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
72,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_07200,7200,71,71,71,72,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
73,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_07300,7300,72,72,72,73,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
74,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_07400,7400,73,73,73,74,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
75,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_07500,7500,74,74,74,75,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
76,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_07600,7600,75,75,75,76,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
77,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_07700,7700,76,76,76,77,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
78,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_07800,7800,77,77,77,78,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
79,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_07900,7900,78,78,78,79,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
80,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_08000,8000,79,79,79,80,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
81,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_08100,8100,80,80,80,81,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
82,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_08200,8200,81,81,81,82,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
83,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_08300,8300,82,82,82,83,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
84,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_08400,8400,83,83,83,84,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
85,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_08500,8500,84,84,84,85,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
86,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_08600,8600,85,85,85,86,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
87,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_08700,8700,86,86,86,87,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
88,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_08800,8800,87,87,87,88,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
89,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_08900,8900,88,88,88,89,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
90,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_09000,9000,89,89,89,90,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
91,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_09100,9100,90,90,90,91,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
92,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_09200,9200,91,91,91,92,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
93,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_09300,9300,92,92,92,93,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
94,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_09400,9400,93,93,93,94,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
95,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_09500,9500,94,94,94,95,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
96,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_09600,9600,95,95,95,96,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
97,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_09700,9700,96,96,96,97,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
98,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_09800,9800,97,97,97,98,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
99,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_09900,9900,98,98,98,99,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
100,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_10000,10000,99,99,99,100,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
101,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_10100,10100,100,100,100,101,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
102,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_10200,10200,101,101,101,102,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
103,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_10300,10300,102,102,102,103,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
104,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_10400,10400,103,103,103,104,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
105,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_10500,10500,104,104,104,105,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
106,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_10600,10600,105,105,105,106,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
107,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_10700,10700,106,106,106,107,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
108,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_10800,10800,107,107,107,108,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
109,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_10900,10900,108,108,108,109,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
110,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_11000,11000,109,109,109,110,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
111,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_11100,11100,110,110,110,111,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
112,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_11200,11200,111,111,111,112,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
113,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_11300,11300,112,112,112,113,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
114,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_11400,11400,113,113,113,114,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
115,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_11500,11500,114,114,114,115,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
116,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_11600,11600,115,115,115,116,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
117,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_11700,11700,116,116,116,117,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
118,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_11800,11800,117,117,117,118,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
119,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_11900,11900,118,118,118,119,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
120,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_12000,12000,119,119,119,120,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
121,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_12100,12100,120,120,120,121,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
122,V_F_ABR_E_EN,E,V_F_ABR_E_BTL_12200,12200,121,121,121,122,ABR,Avlora,female,avlora,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_F_ABR_E_EN.uexp,work/opening_trace_phase2/awb/V_F_ABR_E_EN.awb,0.003,,,PLACEHOLDER_NO_AUDIO,vgmstream duration check,,
